season,team,runs_per_ball,dot_ball_rate_bat,wickets_taken,dot_ball_rate_bowl,powerplay_economy,death_economy,runs_allowed_per_legal_ball,boundary_rate_per_ball,death_run_rate,powerplay_run_rate,fielding_dismissals,win,n_matches,close_game_win_pct_raw,chase_win_pct_raw,close_game_run_diff_raw,n_close_games,n_chases,runs_per_ball_shrunk,dot_ball_rate_bat_shrunk,wickets_taken_shrunk,dot_ball_rate_bowl_shrunk,powerplay_economy_shrunk,death_economy_shrunk,runs_allowed_per_legal_ball_shrunk,boundary_rate_per_ball_shrunk,death_run_rate_shrunk,powerplay_run_rate_shrunk,fielding_dismissals_shrunk,close_game_win_pct_shrunk,chase_win_pct_shrunk,close_game_run_diff_shrunk,runs_per_ball_z,dot_ball_rate_bat_z,wickets_taken_z,dot_ball_rate_bowl_z,powerplay_economy_z,death_economy_z,runs_allowed_per_legal_ball_z,boundary_rate_per_ball_z,death_run_rate_z,powerplay_run_rate_z,fielding_dismissals_z,close_game_win_pct_z,chase_win_pct_z,close_game_run_diff_z,batting_score,bowling_score,run_prevention_score,explosiveness_score,fielding_score,pressure_score,EDGE_z,EDGE,rank_within_season
2013,Guyana Amazon Warriors,1.219239841530482,0.3864277895066073,7.222222222222222,0.4359877462984808,6.592592592592593,9.8875,1.134703304394518,0.12273633591367582,9.8875,6.592592592592593,6.666666666666667,0.6666666666666666,9,0.5,0.75,1.0,2,4,1.219239841530482,0.3864277895066073,7.222222222222222,0.4359877462984808,6.592592592592593,9.8875,1.134703304394518,0.12273633591367582,9.8875,6.592592592592593,6.731216931216931,0.4375,0.6023809523809525,-4.84375,1.228121855349458,1.8477176321194464,1.3247111648873118,0.3238837022557679,-0.06249037400701296,-0.35045570867661824,0.5804850908628607,0.10116374723608529,0.35045570867661824,0.06249037400701296,-0.1481073111987439,0.18287968000461913,0.8512403179141229,0.29513833036811943,1.5379197437344523,0.8242974335715398,0.05584633605974317,0.17136994330657215,-0.1481073111987439,0.4430861094289538,0.48073537581708625,87.82051282051282,1
2013,Barbados Tridents,1.107758781478693,0.4463637149775164,7.0,0.4752843723988543,5.833333333333334,9.75,1.0852405219553947,0.10931109732028406,9.75,5.833333333333334,8.857142857142858,0.42857142857142855,7,,0.5,,0,2,1.107758781478693,0.4463637149775164,7.0,0.4752843723988543,5.833333333333334,9.75,1.0852405219553947,0.10931109732028406,9.75,5.833333333333334,7.920634920634921,0.41666666666666663,0.5029761904761905,-6.791666666666666,-1.0972814587242312,-0.8048183078635464,1.0760502981822073,1.6828630733425531,1.3510849828413136,-0.22919316532977976,1.48812095672768,-1.1022303384001582,0.22919316532977976,-1.3510849828413136,1.8713453415762595,-0.3032561782355068,-0.1284511051771298,-0.32488425742175076,-0.9510498832938887,1.3794566857623802,0.8700042580797379,-0.7413740519705639,1.8713453415762595,-0.25219718027812915,0.36269752831263263,78.84615384615384,2
2013,Jamaica Tallawahs,1.1867808943984863,0.4488175074104768,5.555555555555555,0.4236726874657909,6.462962962962964,11.584379129642288,1.133989074557026,0.13648369136112706,11.584379129642288,6.462962962962964,5.444444444444445,0.7777777777777778,9,0.6666666666666666,0.8571428571428571,0.3333333333333333,3,7,1.1867808943984863,0.4488175074104768,5.555555555555555,0.4236726874657909,6.462962962962964,11.584379129642288,1.133989074557026,0.13648369136112706,11.584379129642288,6.462962962962964,5.9978835978835985,0.5,0.6941391941391941,-4.416666666666667,0.5510548881263194,-0.9134138215983748,-0.5402453354009702,-0.10200301037441958,0.1788517600890416,-1.8469493742227612,0.5935911189714982,1.3334313247184806,1.8469493742227612,-0.1788517600890416,-1.3931968916018358,1.6412872547249944,1.7555708623060466,0.4310791116482513,-0.1811794667360277,-0.3211241728876949,-0.3581688317207405,1.0005096462840666,-1.3931968916018358,1.2759790762264307,0.0038032265940330565,51.92307692307693,3
2013,Trinidad & Tobago Red Steel,1.0858718708601887,0.44823651167109113,5.5,0.4403167517006803,6.020833333333333,8.525490196078431,1.1765837585034014,0.1048941874584398,8.525490196078431,6.020833333333333,7.0,0.375,8,0.5,0.3333333333333333,8.5,4,3,1.0858718708601887,0.44823651167109113,5.5,0.4403167517006803,6.020833333333333,8.525490196078431,1.1765837585034014,0.1048941874584398,8.525490196078431,6.020833333333333,6.926303854875284,0.44999999999999996,0.4470899470899471,-0.6749999999999989,-1.5538244308081084,-0.8877011614936177,-0.602410552077246,0.4735919500805461,1.0020008245952343,0.850713548682356,-0.18801599931967955,-1.4981475630778704,-0.850713548682356,-1.0020008245952343,0.18312091051022333,0.47456119494869314,-0.6792423576801954,1.6220529808146766,-1.2207627961508631,-0.06440930099834996,0.5548994579859703,-1.1169539787851537,0.18312091051022333,0.4724572726943915,-0.19860807245729695,33.97435897435898,4
2013,Antigua Hawksbills,1.1960213032581455,0.4223057644110276,6.285714285714286,0.391996699669967,7.333333333333334,8.059999999999999,1.234016973125884,0.13023966165413534,8.059999999999999,7.333333333333334,7.0,0.2857142857142857,7,0.0,0.25,-37.0,1,4,1.1960213032581455,0.4223057644110276,6.285714285714286,0.391996699669967,7.333333333333334,8.059999999999999,1.234016973125884,0.13023966165413534,8.059999999999999,7.333333333333334,6.920634920634921,0.35714285714285715,0.4023809523809524,-11.107142857142858,0.74380222454082,0.25989501755126343,0.2767832266300866,-1.1974409205748666,-1.441588283127334,1.2612337310786437,-1.2419082979875624,0.7737371064250758,-1.2612337310786437,1.441588283127334,0.1734959137538597,-1.6922157732072918,-1.1198753596826478,-1.698501907987545,0.5018486210460418,-0.46032884697239,-0.4740876166787509,0.31803055282458864,0.1734959137538597,-1.5035310136258282,-0.24076206494207983,27.564102564102566,5
2013,St Lucia Zouks,1.1665055048529624,0.4169183688251485,4.666666666666667,0.39247515205459127,7.111111111111111,9.133333333333333,1.2334918780596351,0.12598145733738955,9.133333333333333,7.111111111111111,6.0,0.3333333333333333,6,,0.3333333333333333,,0,3,1.1665055048529624,0.4169183688251485,4.666666666666667,0.39247515205459127,7.111111111111111,9.133333333333333,1.2334918780596351,0.12598145733738955,9.133333333333333,7.111111111111111,6.414021164021165,0.41666666666666663,0.4470899470899471,-6.791666666666666,0.12812692151572821,0.4983206412848289,-1.5348888022213865,-1.1808947947295867,-1.0278589103912361,0.3146509684681657,-1.2322728692548013,0.39204572309838337,-0.3146509684681657,1.0278589103912361,-0.686657963039763,-0.3032561782355068,-0.6792423576801954,-0.32488425742175076,0.31322378140027857,-1.3578917984754866,-0.6484936037259572,0.36841788834048456,-0.686657963039763,-0.43579426444581765,-0.4078659933243769,16.025641025641026,6
2014,Trinidad & Tobago Red Steel,1.3325069202858615,0.4001462137855648,6.666666666666667,0.42413670970500483,6.87037037037037,8.594005994005995,1.236948520946527,0.1485792954824684,8.594005994005995,6.87037037037037,7.777777777777778,0.6666666666666666,9,,0.8333333333333334,,0,6,1.3325069202858615,0.4001462137855648,6.666666666666667,0.42413670970500483,6.87037037037037,8.594005994005995,1.236948520946527,0.1485792954824684,8.594005994005995,6.87037037037037,7.379814814814814,0.4333333333333333,0.7361111111111112,0.5,0.6435208657871188,0.0858843415243068,1.112865406899027,1.6635056720613124,-0.22946398971654253,1.529499876488597,0.8314930636556399,0.5051220573374435,-1.529499876488597,0.22946398971654253,1.570497178330655,-0.176268971839682,1.8680693511898663,0.013323418477623632,0.3647026036557128,1.3881855394801697,0.7105096501425647,-0.2649712764782037,1.570497178330655,0.568374599275936,0.7228830490678058,95.51282051282051,1
2014,Barbados Tridents,1.3470490508041648,0.3580833170985129,6.333333333333333,0.4078515493638457,7.796296296296297,10.464102564102564,1.2324310901459619,0.15277290733164492,10.464102564102564,7.796296296296297,7.444444444444445,0.6666666666666666,9,0.6666666666666666,0.5,13.0,3,4,1.3470490508041648,0.3580833170985129,6.333333333333333,0.4078515493638457,7.796296296296297,10.464102564102564,1.2324310901459619,0.15277290733164492,10.464102564102564,7.796296296296297,7.179814814814815,0.5111111111111111,0.5833333333333333,4.666666666666666,0.8172802861531643,1.1200280915380414,0.7623566173245296,0.4030052809383413,-1.5240422109664302,-0.6366685779056477,0.9102594537747417,0.9903058126456793,0.6366685779056477,1.5240422109664302,1.0449652937419671,1.1593773611723428,-1.306846799330247,1.762022093665722,0.9686541888456028,0.5826809491314355,-0.416817111699112,1.0503388671725857,1.0449652937419671,0.5381842185026059,0.6280010676158475,92.94871794871796,2
2014,Guyana Amazon Warriors,1.3846046503105935,0.34779046118970725,6.0,0.4049137931034482,7.35,11.132098765432099,1.2975287356321838,0.15505124856581096,11.132098765432099,7.35,6.1,0.6,10,0.5,0.6666666666666666,-9.5,4,6,1.3846046503105935,0.34779046118970725,6.0,0.4049137931034482,7.35,11.132098765432099,1.2975287356321838,0.15505124856581096,11.132098765432099,7.35,6.356076388888889,0.45999999999999996,0.6527777777777777,-3.5000000000000004,1.2660205304745142,1.3730846674338206,0.41184782775003337,0.17561771841640983,-0.9000555083239836,-1.410421293200187,-0.2247898179399078,1.253900583841145,1.410421293200187,0.9000555083239836,-1.1195387431828965,0.28166691376444086,0.13629690545162093,-1.6654273097029513,1.3195525989541674,0.2937327730832216,-0.8450888731546927,1.188125795121772,-1.1195387431828965,-0.41582116349562986,0.07016039788765702,59.61538461538461,3
2014,Jamaica Tallawahs,1.1857887711420396,0.46008468896848925,5.9,0.3899524434735935,6.116666666666666,9.105714285714285,1.2342737586987422,0.13224620320863548,9.105714285714285,6.116666666666666,6.5,0.6,10,1.0,0.6666666666666666,4.0,1,6,1.1857887711420396,0.46008468896848925,5.9,0.3899524434735935,6.116666666666666,9.105714285714285,1.2342737586987422,0.13224620320863548,9.105714285714285,6.116666666666666,6.606076388888889,0.5142857142857142,0.6527777777777777,1.0,-1.1095689253079417,-1.3877421649177772,0.3066951908776848,-0.9824173678268435,0.8243226823808658,0.9367784218456278,0.878130494528627,-1.3845499796133045,-0.9367784218456278,-0.8243226823808658,-0.4626238874470344,1.2138935380299762,0.13629690545162093,0.2231672595001955,-1.2486555451128596,-0.33786108847457935,0.8797438662517069,-1.0485503612799327,-0.4626238874470344,0.5244525676605976,-0.2822490747336836,23.717948717948715,4
